term	gene
K11865	XP_005678403.2
K11865	XP_005678404.2
K23010	XP_005678406.2
K03998	XP_005678411.2
K03997	XP_005678412.1
K01080	XP_005678414.1
K09828	XP_005678419.1
K24927	XP_005678420.1
K17418	XP_005678429.1
K27309	XP_005678431.2
K27309	XP_005678432.2
K19369	XP_005678440.1
K01562	XP_005678444.2
K22940	XP_005678446.1
K12877	XP_005678450.1
K05618	XP_005678454.1
K18180	XP_005678459.1
K13291	XP_005678461.2
K12849	XP_005678476.1
K03236	XP_005678479.1
K01527	XP_005678480.1
K01527	XP_005678481.1
K05360	XP_005678483.1
K20465	XP_005678486.1
K20465	XP_005678487.1
K20465	XP_005678488.1
K01411	XP_005678493.2
K12472	XP_005678494.2
K06622	XP_005678498.1
K20703	XP_005678500.1
K13208	XP_005678501.1
K13208	XP_005678503.1
K23224	XP_005678505.1
K16724	XP_005678510.2
K16724	XP_005678511.2
K07428	XP_005678517.1
K04402	XP_005678524.2
K07426	XP_005678555.2
K07426	XP_005678556.2
K15528	XP_005678561.1
K15528	XP_005678562.1
K21970	XP_005678564.1
K00416	XP_005678566.1
K10875	XP_005678567.2
K09666	XP_005678572.2
K17348	XP_005678576.1
K02649	XP_005678577.1
K13956	XP_005678578.1
K11291	XP_005678583.1
K11253	XP_005678590.2
K13279	XP_005678591.1
K14618	XP_005678593.1
K13202	XP_005678594.2
K13202	XP_005678595.2
K03575	XP_005678599.2
K03575	XP_005678600.2
K03575	XP_005678601.2
K24788	XP_005678602.1
K01599	XP_005678604.2
K03241	XP_005678607.1
K11101	XP_005678608.2
K02995	XP_005678610.2
K10393	XP_005678611.1
K18418	XP_005678613.2
K17866	XP_005678619.2
K06709	XP_005678622.1
K06709	XP_005678623.1
K06709	XP_005678624.1
K15129	XP_005678626.1
K10247	XP_005678630.2
K03363	XP_005678633.1
K05082	XP_005678634.2
K08134	XP_005678656.2
K09567	XP_005678658.1
K09567	XP_005678659.1
K09567	XP_005678660.1
K18311	XP_005678668.2
K25556	XP_005678672.1
K25556	XP_005678673.1
K16367	XP_005678674.1
K11461	XP_005678679.1
K08066	XP_005678683.1
K17815	XP_005678692.1
K09228	XP_005678695.2
K06013	XP_005678699.1
K01074	XP_005678701.1
K17261	XP_005678703.1
K17261	XP_005678704.1
K17261	XP_005678705.1
K23894	XP_005678707.1
K23894	XP_005678708.1
K00791	XP_005678710.3
K09564	XP_005678711.1
K01081	XP_005678715.1
K19827	XP_005678723.2
K03938	XP_005678725.1
K02857	XP_005678728.2
K14769	XP_005678731.1
K12827	XP_005678733.1
K11514	XP_005678736.1
K14537	XP_005678738.1
K10410	XP_005678740.1
K13108	XP_005678741.1
K02956	XP_005678744.2
K16312	XP_005678750.1
K13112	XP_005678752.1
K13112	XP_005678754.1
K13112	XP_005678755.1
K20302	XP_005678757.1
K11593	XP_005678765.1
K25773	XP_005678766.2
K02734	XP_005678769.1
K24404	XP_005678773.2
K24674	XP_005678776.1
K24674	XP_005678777.1
K07624	XP_005678786.1
K07624	XP_005678787.1
K07624	XP_005678789.1
K11297	XP_005678791.1
K09230	XP_005678792.2
K05006	XP_005678793.1
K12357	XP_005678798.2
K19627	XP_005678799.1
K00699	XP_005678803.2
K09509	XP_005678804.1
K04983	XP_005678805.1
K12181	XP_005678810.2
K05269	XP_005678813.2
K26434	XP_005678825.1
K10687	XP_005678827.1
K04257	XP_005678899.1
K04257	XP_005678900.2
K04257	XP_005678903.2
K04257	XP_005678904.2
K04257	XP_005678906.2
K01593	XP_005678934.2
K22766	XP_005678935.2
K22766	XP_005678936.2
K09220	XP_005678938.1
K06087	XP_005678955.1
K26099	XP_005678956.1
K15031	XP_005678959.1
K15031	XP_005678960.1
K17705	XP_005678965.1
K17705	XP_005678966.1
K11967	XP_005678968.2
K24824	XP_005678971.1
K23949	XP_005678975.2
K23949	XP_005678976.2
K23288	XP_005678979.1
K04546	XP_005678991.1
K08504	XP_005678992.1
K06236	XP_005678993.1
K27061	XP_005678996.1
K01045	XP_005679003.1
K01045	XP_005679004.2
K10326	XP_005679005.1
K00898	XP_005679006.3
K10881	XP_005679008.3
K05239	XP_005679010.1
K01953	XP_005679016.1
K23619	XP_005679018.1
K10740	XP_005679021.1
K19863	XP_005679023.1
K16656	XP_005679029.2
K03948	XP_005679030.1
K07945	XP_005679034.1
K07945	XP_005679035.1
K00901	XP_005679041.1
K00901	XP_005679042.1
K15537	XP_005679045.2
K09322	XP_005679046.2
K04257	XP_005679047.2
K25738	XP_005679048.1
K24633	XP_005679050.1
K17356	XP_005679053.1
K20356	XP_005679054.1
K20356	XP_005679055.1
K20357	XP_005679056.1
K00948	XP_005679058.2
K11409	XP_005679061.3
K22400	XP_005679080.2
K03004	XP_005679081.2
K22195	XP_005679082.1
K06591	XP_005679084.2
K05660	XP_005679085.2
K23408	XP_005679086.1
K17771	XP_005679094.1
K14321	XP_005679104.2
K14321	XP_005679105.2
K20732	XP_005679106.2
K13197	XP_005679108.1
K13197	XP_005679109.1
K06629	XP_005679113.2
K06629	XP_005679114.2
K15119	XP_005679115.2
K05940	XP_005679121.2
K05940	XP_005679123.2
K06840	XP_005679132.1
K06840	XP_005679133.2
K06840	XP_005679134.1
K06840	XP_005679139.1
K19729	XP_005679145.1
K04630	XP_005679147.2
K25537	XP_005679155.1
K27712	XP_005679156.1
K13985	XP_005679160.1
K03061	XP_005679166.1
K14703	XP_005679167.1
K02607	XP_005679169.1
K20474	XP_005679176.2
K20474	XP_005679177.2
K11318	XP_005679181.1
K21289	XP_005679184.1
K21289	XP_005679186.1
K05545	XP_005679188.1
K04319	XP_005679189.1
K20292	XP_005679190.2
K21644	XP_005679192.3
K15685	XP_005679194.1
K15685	XP_005679195.1
K00382	XP_005679197.2
K05636	XP_005679198.3
K16815	XP_005679200.1
K19868	XP_005679202.1
K02185	XP_005679204.2
K18410	XP_005679209.2
K00182	XP_005679210.1
K05099	XP_005679215.1
K06278	XP_005679216.1
K24270	XP_005679219.1
K15591	XP_005679222.1
K07189	XP_005679225.2
K04302	XP_005679226.1
K17697	XP_005679234.2
K23206	XP_005679238.1
K08429	XP_005679241.1
K27677	XP_005679246.2
K16944	XP_005679248.1
K24553	XP_005679252.1
K08376	XP_005679253.2
K24517	XP_005679254.1
K24242	XP_005679263.2
K09575	XP_005679264.3
K12624	XP_005679266.1
K06249	XP_005679271.3
K08067	XP_005679290.1
K09080	XP_005679292.1
K04584	XP_005679295.2
K00562	XP_005679301.3
K00682	XP_005679306.2
K08727	XP_005679309.2
K08727	XP_005679310.2
K08727	XP_005679311.2
K08051	XP_005679314.1
K09577	XP_005679315.1
K09047	XP_005679319.1
K09047	XP_005679320.1
K21347	XP_005679323.1
K21347	XP_005679325.1
K09306	XP_005679332.1
K09301	XP_005679333.1
K13158	XP_005679337.1
K13158	XP_005679339.1
K13158	XP_005679340.1
K25692	XP_005679342.2
K20463	XP_005679345.1
K24048	XP_005679348.1
K24048	XP_005679349.1
K16316	XP_005679351.1
K16068	XP_005679353.1
K16068	XP_005679354.1
K19876	XP_005679356.2
K14737	XP_005679360.3
K14737	XP_005679361.2
K14738	XP_005679362.1
K24227	XP_005679364.1
K27756	XP_005679373.1
K10356	XP_005679377.1
K00164	XP_005679380.1
K14810	XP_005679385.1
K08516	XP_005679388.1
K12754	XP_005679390.1
K03513	XP_005679392.2
K00214	XP_005679394.1
K18173	XP_005679395.1
K18173	XP_005679398.1
K02911	XP_005679399.2
K02726	XP_005679400.1
K18703	XP_005679403.1
K20184	XP_005679407.2
K12627	XP_005679410.1
K00020	XP_005679416.2
K09298	XP_005679417.2
K11319	XP_005679445.1
K08114	XP_005679452.2
K14157	XP_005679455.2
K19933	XP_005679457.2
K08474	XP_005679458.2
K14444	XP_005679459.1
K24838	XP_005679460.2
K03949	XP_005679461.1
K10337	XP_005679464.1
K01197	XP_005679468.2
K04243	XP_005679470.3
K11109	XP_005679471.1
K11109	XP_005679472.1
K15702	XP_005679474.2
K01197	XP_005679478.1
K01197	XP_005679479.2
K02984	XP_005679480.2
K20281	XP_005679485.2
K07940	XP_005679486.1
K16351	XP_005679488.1
K15979	XP_005679489.3
K14573	XP_005679492.2
K23901	XP_005679500.1
K04252	XP_005679502.1
K02151	XP_005679509.1
K15436	XP_005679514.1
K17346	XP_005679517.2
K11831	XP_005679521.1
K10576	XP_005679524.1
K08637	XP_005679531.3
K08779	XP_005679534.1
K16455	XP_005679535.2
K25697	XP_005679538.1
K17563	XP_005679539.2
K25549	XP_005679541.1
K15278	XP_005679542.2
K01837	XP_005679546.1
K12327	XP_005679548.2
K10643	XP_005679552.1
K10643	XP_005679553.1
K14310	XP_005679559.1
K14444	XP_005679562.3
K04130	XP_005679565.1
K16642	XP_005679566.1
K16642	XP_005679567.1
K09048	XP_005679568.2
K00251	XP_005679569.1
K19685	XP_005679577.1
K17047	XP_005679582.2
K08869	XP_005679583.2
K17411	XP_005679588.1
K06632	XP_005679592.2
K03111	XP_005679593.1
K03111	XP_005679594.1
K08474	XP_005679595.2
K08474	XP_005679596.1
K25131	XP_005679597.1
K10073	XP_005679599.2
K01312	XP_005679601.3
K25717	XP_005679605.1
K25717	XP_005679607.2
K13299	XP_005679608.1
K02186	XP_005679612.3
K04257	XP_005679616.2
K04257	XP_005679617.2
K04257	XP_005679618.2
K04257	XP_005679619.1
K04257	XP_005679620.2
K04257	XP_005679621.2
K04257	XP_005679622.2
K04257	XP_005679623.1
K04257	XP_005679625.2
K04257	XP_005679626.2
K27761	XP_005679638.2
K25809	XP_005679646.3
K14611	XP_005679654.2
K04257	XP_005679671.2
K08474	XP_005679672.2
K06577	XP_005679675.2
K04257	XP_005679677.2
K08474	XP_005679681.3
K08474	XP_005679682.2
K08474	XP_005679683.2
K04257	XP_005679684.2
K04257	XP_005679685.2
K04257	XP_005679686.2
K04257	XP_005679687.2
K04257	XP_005679689.2
K27758	XP_005679709.2
K11182	XP_005679710.1
K02090	XP_005679711.1
K23340	XP_005679713.3
K06185	XP_005679714.1
K00710	XP_005679724.1
K11252	XP_005679744.1
K22936	XP_005679753.1
K17349	XP_005679768.1
K04308	XP_005679769.1
K23204	XP_005679772.2
K20168	XP_005679777.1
K20168	XP_005679778.1
K00502	XP_005679779.2
K01306	XP_005679780.3
K24834	XP_005679785.2
K24834	XP_005679786.1
K24834	XP_005679787.2
K06961	XP_005679791.3
K09377	XP_005679799.1
K06990	XP_005679800.2
K23919	XP_005679802.2
K23919	XP_005679803.2
K26226	XP_005679822.1
K26226	XP_005679823.1
K23424	XP_005679831.1
K05048	XP_005679832.1
K17358	XP_005679833.2
K09856	XP_005679837.1
K05235	XP_005679838.2
K13748	XP_005679839.1
K23424	XP_005679845.1
K23424	XP_005679847.1
K00710	XP_005679853.1
K08127	XP_005679865.2
K08123	XP_005679866.1
K08123	XP_005679867.1
K08122	XP_005679869.1
K04660	XP_005679870.1
K17423	XP_005679874.1
K17423	XP_005679875.1
K04695	XP_005679878.1
K02832	XP_005679879.1
K16754	XP_005679880.2
K08543	XP_005679885.1
K05724	XP_005679888.2
K05724	XP_005679889.2
K01265	XP_005679894.1
K08421	XP_005679903.1
K09039	XP_005679905.2
K12741	XP_005679906.2
K12741	XP_005679908.1
K11587	XP_005679910.1
K11587	XP_005679911.1
K11587	XP_005679912.1
K11587	XP_005679913.1
K11587	XP_005679915.1
K10800	XP_005679916.2
K09306	XP_005679922.1
K02128	XP_005679927.1
K09045	XP_005679929.1
K05247	XP_005679931.1
K18420	XP_005679933.1
K04423	XP_005679955.2
K04672	XP_005679958.1
K09197	XP_005679961.1
K14320	XP_005679964.1
K04797	XP_005679966.1
K00637	XP_005679983.1
K00637	XP_005679984.1
K07605	XP_005679988.1
K07605	XP_005679989.1
K07605	XP_005679991.2
K07605	XP_005679992.2
K07605	XP_005679994.2
K07605	XP_005679997.1
K07605	XP_005679998.1
K19730	XP_005680001.1
K13567	XP_005680003.1
K01326	XP_005680006.1
K09275	XP_005680011.1
K09275	XP_005680012.1
K09275	XP_005680013.1
K21398	XP_005680019.1
K09053	XP_005680024.1
K23026	XP_005680028.2
K23026	XP_005680029.2
K18181	XP_005680031.1
K18181	XP_005680032.1
K00006	XP_005680034.1
K16733	XP_005680035.1
K16733	XP_005680036.1
K09868	XP_005680038.1
K25191	XP_005680039.2
K21889	XP_005680040.1
K11674	XP_005680050.1
K11674	XP_005680051.2
K19370	XP_005680054.2
K07374	XP_005680059.1
K25215	XP_005680060.2
K25215	XP_005680061.2
K07849	XP_005680062.1
K07200	XP_005680063.1
K03209	XP_005680064.2
K07938	XP_005680065.1
K23728	XP_005680069.2
K07531	XP_005680070.1
K12858	XP_005680071.1
K04257	XP_005680079.2
K04257	XP_005680082.2
K10330	XP_005680083.1
K10330	XP_005680084.1
K08592	XP_005680085.1
K25050	XP_005680089.1
K14648	XP_005680092.1
K23002	XP_005680097.1
K22529	XP_005680105.1
K14991	XP_005680106.1
K14990	XP_005680108.1
K19500	XP_005680114.3
K24342	XP_005680115.1
K06176	XP_005680119.2
K06176	XP_005680120.2
K06176	XP_005680121.2
K04733	XP_005680122.1
K07766	XP_005680132.2
K09308	XP_005680137.2
K07604	XP_005680149.3
K07605	XP_005680157.3
K07605	XP_005680158.2
K09867	XP_005680167.2
K23284	XP_005680172.2
K04257	XP_005680181.1
K04257	XP_005680183.2
K04257	XP_005680184.1
K04257	XP_005680185.2
K04257	XP_005680186.2
K04257	XP_005680187.2
K04257	XP_005680190.2
K04511	XP_005680200.1
K13154	XP_005680203.1
K21872	XP_005680205.1
K21872	XP_005680207.1
K21872	XP_005680209.1
K15682	XP_005680216.2
K06759	XP_005680218.1
K06759	XP_005680219.1
K24523	XP_005680229.1
K04458	XP_005680230.2
K05694	XP_005680232.2
K12605	XP_005680233.1
K12605	XP_005680234.1
K09494	XP_005680244.1
K13915	XP_005680248.3
K13915	XP_005680249.3
K06643	XP_005680253.1
K15285	XP_005680257.2
K14301	XP_005680258.1
K05446	XP_005680264.2
K17263	XP_005680267.2
K20251	XP_005680268.1
K20251	XP_005680269.1
K15254	XP_005680270.2
K07305	XP_005680273.1
K01691	XP_005680274.1
K14288	XP_005680279.1
K23297	XP_005680282.2
K07526	XP_005680283.1
K07526	XP_005680284.1
K04941	XP_005680288.2
K04257	XP_005680295.2
K26678	XP_005680302.1
K26678	XP_005680303.1
K26678	XP_005680304.1
K21343	XP_005680306.1
K21343	XP_005680307.1
K25542	XP_005680309.1
K08184	XP_005680310.2
K08184	XP_005680311.2
K15731	XP_005680314.1
K08017	XP_005680315.2
K03439	XP_005680318.2
K21803	XP_005680320.1
K07438	XP_005680321.2
K17356	XP_005680322.1
K02089	XP_005680323.1
K00725	XP_005680332.1
K00725	XP_005680333.1
K20690	XP_005680334.1
K10396	XP_005680338.1
K01874	XP_005680339.2
K01874	XP_005680340.2
K04452	XP_005680342.1
K22689	XP_005680344.1
K22688	XP_005680345.1
K23713	XP_005680359.1
K00600	XP_005680363.1
K11225	XP_005680365.1
K27355	XP_005680367.1
K10356	XP_005680371.2
K10511	XP_005680374.2
K10511	XP_005680375.2
K11154	XP_005680376.1
K11154	XP_005680377.2
K11154	XP_005680378.2
K11154	XP_005680379.2
K13369	XP_005680382.2
K13369	XP_005680383.2
K02684	XP_005680384.1
K03626	XP_005680385.1
K03626	XP_005680386.1
K02133	XP_005680388.1
K24990	XP_005680392.2
K24990	XP_005680393.2
K01425	XP_005680395.1
K09863	XP_005680399.1
K10997	XP_005680400.2
K25363	XP_005680401.1
K25363	XP_005680402.3
K05426	XP_005680403.1
K12571	XP_005680407.1
K12571	XP_005680408.1
K12571	XP_005680409.1
K12571	XP_005680410.1
K12571	XP_005680411.1
K22936	XP_005680412.1
K22936	XP_005680413.1
K12751	XP_005680421.1
K12751	XP_005680424.1
K26736	XP_005680428.1
K05084	XP_005680430.1
K00901	XP_005680438.1
K14294	XP_005680444.1
K09534	XP_005680447.2
K18732	XP_005680450.1
K00061	XP_005680455.1
K04257	XP_005680457.2
K04257	XP_005680458.1
K04257	XP_005680459.2
K04257	XP_005680460.1
K04257	XP_005680461.2
K04257	XP_005680462.1
K04257	XP_005680463.1
K04257	XP_005680465.2
K04257	XP_005680466.3
K04257	XP_005680467.2
K04257	XP_005680490.2
K04257	XP_005680491.2
K04257	XP_005680492.2
K04257	XP_005680493.2
K04257	XP_005680496.2
K04257	XP_005680498.2
K04257	XP_005680499.1
K04257	XP_005680500.2
K04257	XP_005680501.2
K04257	XP_005680502.1
K04257	XP_005680503.1
K04257	XP_005680504.2
K04257	XP_005680505.2
K04257	XP_005680506.2
K04257	XP_005680507.3
K04257	XP_005680508.2
K04257	XP_005680509.2
K04257	XP_005680510.2
K04257	XP_005680511.2
K04257	XP_005680512.1
K04257	XP_005680513.1
K04257	XP_005680514.2
K04257	XP_005680515.2
K04257	XP_005680516.2
K09079	XP_005680517.1
K06845	XP_005680522.3
K11098	XP_005680524.1
K01468	XP_005680525.2
K01745	XP_005680527.1
K01254	XP_005680528.1
K09430	XP_005680530.2
K16547	XP_005680532.1
K15102	XP_005680534.1
K15102	XP_005680536.1
K11864	XP_005680540.2
K21413	XP_005680543.1
K21413	XP_005680544.1
K11662	XP_005680552.1
K12302	XP_005680556.1
K08537	XP_005680558.1
K08537	XP_005680559.1
K24627	XP_005680561.1
K19499	XP_005680567.1
K19499	XP_005680568.1
K07942	XP_005680569.1
K14772	XP_005680570.2
K09440	XP_005680571.1
K12557	XP_005680574.1
K18463	XP_005680582.1
K18463	XP_005680583.1
K27412	XP_005680587.1
K05459	XP_005680594.1
K00500	XP_005680597.1
K24944	XP_005680599.2
K27341	XP_005680602.1
K27341	XP_005680603.1
K27341	XP_005680604.1
K02917	XP_005680609.2
K22826	XP_005680613.1
K22182	XP_005680614.1
K22182	XP_005680618.1
K01017	XP_005680622.1
K25628	XP_005680630.1
K25628	XP_005680631.1
K03021	XP_005680632.1
K09174	XP_005680634.2
K15031	XP_005680636.2
K15031	XP_005680637.2
K02295	XP_005680639.2
K14791	XP_005680640.2
K14415	XP_005680642.1
K25377	XP_005680643.1
K19941	XP_005680646.1
K21892	XP_005680660.1
K14480	XP_005680661.1
K14946	XP_005680664.1
K14946	XP_005680668.2
K04257	XP_005680671.2
K04257	XP_005680672.1
K04257	XP_005680673.2
K04257	XP_005680675.2
K04257	XP_005680676.3
K04257	XP_005680677.2
K04257	XP_005680678.1
K04257	XP_005680679.3
K04257	XP_005680680.3
K04257	XP_005680681.2
K04257	XP_005680683.1
K04257	XP_005680684.2
K25553	XP_005680687.3
K21955	XP_005680695.3
K09067	XP_005680696.3
K08800	XP_005680704.3
K03671	XP_005680714.2
K03251	XP_005680717.1
K04867	XP_005680719.1
K07934	XP_005680720.1
K23926	XP_005680723.1
K08012	XP_005680724.1
K04738	XP_005680726.2
K04738	XP_005680727.2
K01011	XP_005680730.2
K19470	XP_005680732.1
K07860	XP_005680733.1
K18441	XP_005680734.1
K05948	XP_005680735.3
K03850	XP_005680737.1
K19910	XP_005680738.1
K01866	XP_005680739.1
K22843	XP_005680753.1
K18755	XP_005680758.1
K20366	XP_005680762.1
K20366	XP_005680763.1
K13356	XP_005680764.1
K17413	XP_005680772.2
K20243	XP_005680775.2
K27096	XP_005680780.1
K02894	XP_005680785.2
K15152	XP_005680787.2
K04959	XP_005680794.2
K17580	XP_005680800.1
K17580	XP_005680801.1
K02880	XP_005680804.2
K09269	XP_005680807.1
K00894	XP_005680810.1
K03371	XP_005680816.2
K05033	XP_005680837.1
K05033	XP_005680838.1
K05033	XP_005680839.2
K05001	XP_005680841.1
K00016	XP_005680842.2
K00693	XP_005680843.2
K26683	XP_005680847.2
K24426	XP_005680848.2
K10899	XP_005680850.2
K03460	XP_005680851.2
K08039	XP_005680853.1
K05043	XP_005680854.1
K19021	XP_005680857.3
K10364	XP_005680861.1
K05861	XP_005680862.2
K22523	XP_005680863.1
K04621	XP_005680868.2
K08468	XP_005680870.1
K14777	XP_005680871.1
K06624	XP_005680873.2
K04316	XP_005680874.1
K04316	XP_005680875.1
K20819	XP_005680878.1
K03211	XP_005680884.1
K08474	XP_005680887.2
K08474	XP_005680889.1
K17510	XP_005680890.1
K12877	XP_005680892.1
K06541	XP_005680894.2
K06541	XP_005680895.2
K06541	XP_005680896.2
K06728	XP_005680899.2
K06516	XP_005680900.1
K08341	XP_005680903.1
K08763	XP_005680905.1
K08763	XP_005680906.1
K10074	XP_005680909.2
K17515	XP_005680910.2
K10070	XP_005680911.1
K17517	XP_005680914.2
K17516	XP_005680915.1
K22680	XP_005680917.2
K10072	XP_005680922.1
K10075	XP_005680924.1
K06502	XP_005680925.1
K08474	XP_005680931.1
K08474	XP_005680932.1
K08474	XP_005680934.1
K06516	XP_005680936.1
K23589	XP_005680940.2
K03910	XP_005680941.2
K10089	XP_005680942.1
K10089	XP_005680943.1
K10076	XP_005680944.2
K25410	XP_005680950.1
K04009	XP_005680955.1
K04009	XP_005680956.1
K20069	XP_005680957.1
K10057	XP_005680958.2
K17514	XP_005680959.2
K22672	XP_005680965.2
K10059	XP_005680967.2
K06545	XP_005680968.3
K22661	XP_005680975.2
K01330	XP_005680978.2
K01331	XP_005680979.1
K14568	XP_005680980.2
K13515	XP_005680982.2
K05697	XP_005680983.1
K27856	XP_005680987.1
K10344	XP_005680994.1
K06454	XP_005680997.2
K11346	XP_005681011.1
K11346	XP_005681013.1
K14835	XP_005681017.3
K14835	XP_005681018.3
K00134	XP_005681025.1
K17432	XP_005681027.1
K05144	XP_005681031.1
K05144	XP_005681032.1
K00710	XP_005681036.2
K03953	XP_005681037.1
K20778	XP_005681038.2
K04358	XP_005681041.2
K10151	XP_005681042.1
K15259	XP_005681044.1
K17199	XP_005681045.2
K05046	XP_005681053.1
K16757	XP_005681055.1
K16757	XP_005681057.1
K16072	XP_005681061.1
K19572	XP_005681100.3
K10090	XP_005681112.1
K14851	XP_005681113.2
K11275	XP_005681116.1
K00639	XP_005681117.2
K03014	XP_005681121.2
K10872	XP_005681129.1
K23402	XP_005681131.1
K23402	XP_005681132.1
K23402	XP_005681133.1
K23402	XP_005681135.1
K17769	XP_005681136.1
K15235	XP_005681137.1
K17386	XP_005681142.3
K02925	XP_005681143.3
K26536	XP_005681146.2
K01756	XP_005681153.2
K13354	XP_005681155.2
K01262	XP_005681158.1
K09513	XP_005681160.1
K24387	XP_005681161.3
K12834	XP_005681166.1
K03022	XP_005681168.1
K10884	XP_005681174.1
K12845	XP_005681176.2
K25318	XP_005681177.1
K25417	XP_005681178.1
K11505	XP_005681179.1
K03950	XP_005681184.1
K22830	XP_005681186.1
K22414	XP_005681191.1
K25475	XP_005681271.1
K06636	XP_005681273.1
K19520	XP_005681285.2
K10656	XP_005681305.1
K00615	XP_005681306.2
K04204	XP_005681309.1
K03678	XP_005681311.1
K16749	XP_005681312.2
K08378	XP_005681316.2
K25687	XP_005681317.2
K24066	XP_005681329.2
K24066	XP_005681330.2
K23960	XP_005681333.1
K23960	XP_005681334.2
K02578	XP_005681335.2
K14010	XP_005681338.1
K02579	XP_005681339.2
K12375	XP_005681341.3
K04686	XP_005681362.1
K11141	XP_005681363.2
K10203	XP_005681364.1
K10203	XP_005681365.1
K24491	XP_005681367.3
K04253	XP_005681368.2
K11128	XP_005681369.2
K11128	XP_005681370.2
K01333	XP_005681373.2
K26501	XP_005681379.1
K02915	XP_005681381.1
K04492	XP_005681383.1
K04714	XP_005681386.1
K13811	XP_005681387.2
K02165	XP_005681390.1
K15437	XP_005681392.1
K17544	XP_005681393.1
K17544	XP_005681394.1
K13149	XP_005681397.1
K13149	XP_005681398.1
K20711	XP_005681399.2
K24309	XP_005681400.2
K03344	XP_005681401.3
K25939	XP_005681413.1
K25939	XP_005681414.1
K25939	XP_005681415.1
K23994	XP_005681417.2
K23994	XP_005681418.2
K16664	XP_005681428.2
K26232	XP_005681429.1
K04370	XP_005681432.1
K12229	XP_005681433.2
K14463	XP_005681436.2
K15445	XP_005681437.1
K15445	XP_005681438.1
K15445	XP_005681439.1
K13951	XP_005681442.2
K17345	XP_005681452.1
K27817	XP_005681454.1
K27817	XP_005681455.1
K00161	XP_005681461.1
K07521	XP_005681463.1
K07521	XP_005681464.1
K14439	XP_005681475.1
K14439	XP_005681476.1
K14439	XP_005681477.1
K04528	XP_005681485.1
K04528	XP_005681486.1
K04528	XP_005681487.1
K10614	XP_005681500.1
K17505	XP_005681502.1
K04986	XP_005681506.3
K26442	XP_005681508.2
K06253	XP_005681511.2
K15141	XP_005681512.1
K06678	XP_005681513.1
K23855	XP_005681521.1
K05350	XP_005681528.2
K25177	XP_005681533.2
K14683	XP_005681541.2
K06053	XP_005681545.1
K18440	XP_005681551.2
K15605	XP_005681559.2
K15605	XP_005681560.2
K10171	XP_005681561.2
K10442	XP_005681570.1
K10442	XP_005681572.1
K02940	XP_005681574.1
K22404	XP_005681576.2
K03644	XP_005681577.2
K07873	XP_005681590.1
K04810	XP_005681592.1
K25083	XP_005681593.1
K25083	XP_005681594.1
K25083	XP_005681595.1
